Date,Open,High,Low,Close,Adj Close,Volume
2015-12-07,742.369995,742.440002,728.789978,730.549988,730.549988,0
2015-12-08,724.650024,742.820007,723.710022,740.640015,740.640015,0
2015-12-09,736.840027,741.210022,725.349976,728.710022,728.710022,0
2015-12-10,728.830017,739.409973,727.869995,736.619995,736.619995,0
2015-12-11,726.739990,732.010010,717.750000,718.440002,718.440002,0
2015-12-14,720.070007,724.950012,707.940002,720.250000,720.250000,0
2015-12-15,728.400024,739.200012,727.440002,736.710022,736.710022,0
2015-12-16,743.239990,751.710022,738.299988,750.520020,750.520020,0
2015-12-17,752.320007,752.789978,740.440002,740.859985,740.859985,0
2015-12-18,737.119995,744.320007,734.760010,735.000000,735.000000,0
2015-12-21,739.049988,742.349976,733.669983,741.380005,741.380005,0
2015-12-22,745.169983,745.320007,737.500000,743.619995,743.619995,0
2015-12-23,751.489990,756.409973,748.530029,755.200012,755.200012,0
2015-12-24,755.539978,759.840027,754.679993,757.659973,757.659973,0
2015-12-28,753.500000,754.260010,748.830017,751.549988,751.549988,0
2015-12-29,755.940002,764.549988,755.580017,763.340027,763.340027,0
2015-12-30,762.210022,763.260010,757.260010,758.190002,758.190002,0
2015-12-31,754.419983,759.080017,752.299988,752.390015,752.390015,0
2016-01-04,736.780029,738.190002,724.869995,731.049988,731.049988,0
2016-01-05,734.049988,738.549988,728.059998,732.429993,732.429993,0
2016-01-06,720.390015,730.510010,717.030029,722.940002,722.940002,0
2016-01-07,706.739990,712.739990,697.169983,697.179993,697.179993,0
2016-01-08,700.909973,706.400024,685.099976,685.900024,685.900024,0
2016-01-11,689.510010,690.049988,655.130005,668.049988,668.049988,0
2016-01-12,673.659973,686.940002,658.080017,676.219971,676.219971,0
2016-01-13,677.369995,680.179993,642.489990,643.570007,643.570007,0
2016-01-14,647.090027,670.299988,631.659973,662.950012,662.950012,0
2016-01-15,640.770020,651.299988,635.469971,648.380005,648.380005,0
2016-01-19,656.690002,657.690002,628.059998,637.190002,637.190002,0
2016-01-20,626.070007,657.159973,616.119995,649.270020,649.270020,0
2016-01-21,644.539978,652.049988,636.080017,637.890015,637.890015,0
2016-01-22,649.780029,656.530029,644.030029,655.340027,655.340027,0
2016-01-25,652.000000,659.880005,645.570007,646.140015,646.140015,0
2016-01-26,647.719971,651.239990,633.940002,646.719971,646.719971,0
2016-01-27,649.030029,651.760010,626.130005,629.289978,629.289978,0
2016-01-28,632.659973,632.679993,603.500000,610.119995,610.119995,0
2016-01-29,606.010010,618.900024,603.460022,618.659973,618.659973,0
2016-02-01,615.150024,625.750000,609.590027,622.349976,622.349976,0
2016-02-02,615.070007,618.099976,603.710022,606.590027,606.590027,0
2016-02-03,609.979980,613.429993,592.320007,613.200012,613.200012,0
2016-02-04,610.890015,626.690002,606.809998,614.760010,614.760010,0
2016-02-05,612.830017,613.090027,591.349976,595.969971,595.969971,0
2016-02-08,586.549988,586.549988,571.039978,579.510010,579.510010,0
2016-02-09,568.010010,590.500000,566.969971,581.070007,581.070007,0
2016-02-10,587.479980,600.989990,585.489990,586.570007,586.570007,0
2016-02-11,570.700012,579.250000,568.539978,575.059998,575.059998,0
2016-02-12,580.570007,588.520020,570.880005,588.119995,588.119995,0
2016-02-16,597.510010,603.570007,595.090027,603.520020,603.520020,0
2016-02-17,608.780029,617.109985,603.809998,616.789978,616.789978,0
2016-02-18,618.400024,618.690002,604.419983,604.960022,604.960022,0
2016-02-19,601.349976,610.099976,598.020020,608.450012,608.450012,0
2016-02-22,614.090027,617.270020,610.409973,613.789978,613.789978,0
2016-02-23,611.030029,615.099976,602.590027,603.099976,603.099976,0
2016-02-24,596.530029,607.229980,589.460022,606.700012,606.700012,0
2016-02-25,609.840027,614.549988,604.010010,609.119995,609.119995,0
